subcommittee	code	docx	xlsx	row	change	rank	taxon	level	error	message	notes	scAbbrev
Archaeal viruses (A) proposals	2023.002A	MISSING	2023.002A.N.v4.create_subgenus_move_sp_create_sp.xlsx	7	Create new	subgenus	NewSubRhizidiovirus	INFO	XLSX.QUOTES_REMOVED	XLSX has quote	"genus:NewRhizi[""]iovirus (replacing with '')"	NA
Archaeal viruses (A) proposals	2023.002A	MISSING	2023.002A.N.v4.create_subgenus_move_sp_create_sp.xlsx	8	Create new	species	NotBinomial Rhizidiomyces virus	INFO	XLSX.QUOTES_REMOVED	XLSX has quote	"genus:NewRhizi[""]iovirus (replacing with '')"	NA
Archaeal viruses (A) proposals	2023.002A	MISSING	2023.002A.N.v4.create_subgenus_move_sp_create_sp.xlsx	5	Move	species	Rhizidiomyces virus	INFO	XLSX.CURVY_DOUBLE_QUOTES_REPLACED	XLSX has curvy quotes	"subgenus:NewSubRhizi[d]iovirus (replacing with '""')"	NA
Archaeal viruses (A) proposals	2023.002A	MISSING	2023.002A.N.v4.create_subgenus_move_sp_create_sp.xlsx	7	Create new	subgenus	NewSubRhizidiovirus	INFO	XLSX.CURVY_DOUBLE_QUOTES_REPLACED	XLSX has curvy quotes	"subgenus:NewSubRhizi[d]iovirus (replacing with '""')"	NA
Archaeal viruses (A) proposals	2023.002A	MISSING	2023.002A.N.v4.create_subgenus_move_sp_create_sp.xlsx	8	Create new	species	NotBinomial Rhizidiomyces virus	INFO	XLSX.CURVY_DOUBLE_QUOTES_REPLACED	XLSX has curvy quotes	"subgenus:NewSubRhizi[d]iovirus (replacing with '""')"	NA
Archaeal viruses (A) proposals	2023.002A	MISSING	2023.002A.N.v4.create_subgenus_move_sp_create_sp.xlsx	5	Move	species	Rhizidiomyces virus	INFO	XLSX.QUOTES_REMOVED	XLSX has quote	"subgenus:NewSubRhizi[""]iovirus (replacing with '')"	NA
Archaeal viruses (A) proposals	2023.002A	MISSING	2023.002A.N.v4.create_subgenus_move_sp_create_sp.xlsx	7	Create new	subgenus	NewSubRhizidiovirus	INFO	XLSX.QUOTES_REMOVED	XLSX has quote	"subgenus:NewSubRhizi[""]iovirus (replacing with '')"	NA
Archaeal viruses (A) proposals	2023.002A	MISSING	2023.002A.N.v4.create_subgenus_move_sp_create_sp.xlsx	8	Create new	species	NotBinomial Rhizidiomyces virus	INFO	XLSX.QUOTES_REMOVED	XLSX has quote	"subgenus:NewSubRhizi[""]iovirus (replacing with '')"	NA
Archaeal viruses (A) proposals	2023.002A	MISSING	2023.002A.N.v4.create_subgenus_move_sp_create_sp.xlsx	5	Move	species	Rhizidiomyces virus	INFO	XLSX.CURVY_DOUBLE_QUOTES_REPLACED	XLSX has curvy quotes	"species:NewRhizi[d]iomyces virus (replacing with '""')"	NA
Archaeal viruses (A) proposals	2023.002A	MISSING	2023.002A.N.v4.create_subgenus_move_sp_create_sp.xlsx	8	Create new	species	NotBinomial Rhizidiomyces virus	INFO	XLSX.CURVY_DOUBLE_QUOTES_REPLACED	XLSX has curvy quotes	"species:NotBinomial Rhizi[d]iomyces virus (replacing with '""')"	NA
Archaeal viruses (A) proposals	2023.002A	MISSING	2023.002A.N.v4.create_subgenus_move_sp_create_sp.xlsx	5	Move	species	Rhizidiomyces virus	INFO	XLSX.QUOTES_REMOVED	XLSX has quote	"species:NewRhizi[""]iomyces virus (replacing with '')"	NA
Archaeal viruses (A) proposals	2023.002A	MISSING	2023.002A.N.v4.create_subgenus_move_sp_create_sp.xlsx	8	Create new	species	NotBinomial Rhizidiomyces virus	INFO	XLSX.QUOTES_REMOVED	XLSX has quote	"species:NotBinomial Rhizi[""]iomyces virus (replacing with '')"	NA
Archaeal viruses (A) proposals	2023.002A	MISSING	2023.002A.N.v4.create_subgenus_move_sp_create_sp.xlsx	8	Create new	species	NotBinomial Rhizidiomyces virus	INFO	XLSX.CURVY_DOUBLE_QUOTES_REPLACED	XLSX has curvy quotes	"comments:shoul[d] get error/warning: fails binomial naming (replacing with '""')"	NA
Archaeal viruses (A) proposals	2023.002A	MISSING	2023.002A.N.v4.create_subgenus_move_sp_create_sp.xlsx	5	Move	species	Rhizidiomyces virus	INFO	XLSX.CURVY_DOUBLE_QUOTES_REPLACED	XLSX has curvy quotes	".srcTaxon:Rhizi[d]iomyces virus (replacing with '""')"	NA
Archaeal viruses (A) proposals	2023.002A	MISSING	2023.002A.N.v4.create_subgenus_move_sp_create_sp.xlsx	5	Move	species	Rhizidiomyces virus	INFO	XLSX.QUOTES_REMOVED	XLSX has quote	".srcTaxon:Rhizi[""]iomyces virus (replacing with '')"	NA
Archaeal viruses (A) proposals	2023.002A	MISSING	2023.002A.N.v4.create_subgenus_move_sp_create_sp.xlsx	5	Move	species	Rhizidiomyces virus	INFO	XLSX.CURVY_DOUBLE_QUOTES_REPLACED	XLSX has curvy quotes	".srcLineage:Rhizi[d]iovirus;Rhizi[d]iomyces virus (replacing with '""')"	NA
Archaeal viruses (A) proposals	2023.002A	MISSING	2023.002A.N.v4.create_subgenus_move_sp_create_sp.xlsx	5	Move	species	Rhizidiomyces virus	INFO	XLSX.QUOTES_REMOVED	XLSX has quote	".srcLineage:Rhizi[""]iovirus;Rhizi[""]iomyces virus (replacing with '')"	NA
Archaeal viruses (A) proposals	2023.002A	MISSING	2023.002A.N.v4.create_subgenus_move_sp_create_sp.xlsx	5	Move	species	Rhizidiomyces virus	INFO	XLSX.CURVY_DOUBLE_QUOTES_REPLACED	XLSX has curvy quotes	".destTaxon:NewRhizi[d]iomyces virus (replacing with '""')"	NA
Archaeal viruses (A) proposals	2023.002A	MISSING	2023.002A.N.v4.create_subgenus_move_sp_create_sp.xlsx	6	Create new	genus	NewRhizidiovirus	INFO	XLSX.CURVY_DOUBLE_QUOTES_REPLACED	XLSX has curvy quotes	".destTaxon:NewRhizi[d]iovirus (replacing with '""')"	NA
Archaeal viruses (A) proposals	2023.002A	MISSING	2023.002A.N.v4.create_subgenus_move_sp_create_sp.xlsx	7	Create new	subgenus	NewSubRhizidiovirus	INFO	XLSX.CURVY_DOUBLE_QUOTES_REPLACED	XLSX has curvy quotes	".destTaxon:NewSubRhizi[d]iovirus (replacing with '""')"	NA
Archaeal viruses (A) proposals	2023.002A	MISSING	2023.002A.N.v4.create_subgenus_move_sp_create_sp.xlsx	8	Create new	species	NotBinomial Rhizidiomyces virus	INFO	XLSX.CURVY_DOUBLE_QUOTES_REPLACED	XLSX has curvy quotes	".destTaxon:NotBinomial Rhizi[d]iomyces virus (replacing with '""')"	NA
Archaeal viruses (A) proposals	2023.002A	MISSING	2023.002A.N.v4.create_subgenus_move_sp_create_sp.xlsx	5	Move	species	Rhizidiomyces virus	INFO	XLSX.QUOTES_REMOVED	XLSX has quote	".destTaxon:NewRhizi[""]iomyces virus (replacing with '')"	NA
Archaeal viruses (A) proposals	2023.002A	MISSING	2023.002A.N.v4.create_subgenus_move_sp_create_sp.xlsx	6	Create new	genus	NewRhizidiovirus	INFO	XLSX.QUOTES_REMOVED	XLSX has quote	".destTaxon:NewRhizi[""]iovirus (replacing with '')"	NA
Archaeal viruses (A) proposals	2023.002A	MISSING	2023.002A.N.v4.create_subgenus_move_sp_create_sp.xlsx	7	Create new	subgenus	NewSubRhizidiovirus	INFO	XLSX.QUOTES_REMOVED	XLSX has quote	".destTaxon:NewSubRhizi[""]iovirus (replacing with '')"	NA
Archaeal viruses (A) proposals	2023.002A	MISSING	2023.002A.N.v4.create_subgenus_move_sp_create_sp.xlsx	8	Create new	species	NotBinomial Rhizidiomyces virus	INFO	XLSX.QUOTES_REMOVED	XLSX has quote	".destTaxon:NotBinomial Rhizi[""]iomyces virus (replacing with '')"	NA
Archaeal viruses (A) proposals	2023.002A	MISSING	2023.002A.N.v4.create_subgenus_move_sp_create_sp.xlsx	5	Move	species	Rhizidiomyces virus	INFO	XLSX.CURVY_DOUBLE_QUOTES_REPLACED	XLSX has curvy quotes	".destLineage:NewRhizi[d]iovirus;NewSubRhizi[d]iovirus;NewRhizi[d]iomyces virus (replacing with '""')"	NA
Archaeal viruses (A) proposals	2023.002A	MISSING	2023.002A.N.v4.create_subgenus_move_sp_create_sp.xlsx	6	Create new	genus	NewRhizidiovirus	INFO	XLSX.CURVY_DOUBLE_QUOTES_REPLACED	XLSX has curvy quotes	".destLineage:NewRhizi[d]iovirus (replacing with '""')"	NA
Archaeal viruses (A) proposals	2023.002A	MISSING	2023.002A.N.v4.create_subgenus_move_sp_create_sp.xlsx	7	Create new	subgenus	NewSubRhizidiovirus	INFO	XLSX.CURVY_DOUBLE_QUOTES_REPLACED	XLSX has curvy quotes	".destLineage:NewRhizi[d]iovirus;NewSubRhizi[d]iovirus (replacing with '""')"	NA
Archaeal viruses (A) proposals	2023.002A	MISSING	2023.002A.N.v4.create_subgenus_move_sp_create_sp.xlsx	8	Create new	species	NotBinomial Rhizidiomyces virus	INFO	XLSX.CURVY_DOUBLE_QUOTES_REPLACED	XLSX has curvy quotes	".destLineage:NewRhizi[d]iovirus;NewSubRhizi[d]iovirus;NotBinomial Rhizi[d]iomyces virus (replacing with '""')"	NA
Archaeal viruses (A) proposals	2023.002A	MISSING	2023.002A.N.v4.create_subgenus_move_sp_create_sp.xlsx	5	Move	species	Rhizidiomyces virus	INFO	XLSX.QUOTES_REMOVED	XLSX has quote	".destLineage:NewRhizi[""]iovirus;NewSubRhizi[""]iovirus;NewRhizi[""]iomyces virus (replacing with '')"	NA
Archaeal viruses (A) proposals	2023.002A	MISSING	2023.002A.N.v4.create_subgenus_move_sp_create_sp.xlsx	6	Create new	genus	NewRhizidiovirus	INFO	XLSX.QUOTES_REMOVED	XLSX has quote	".destLineage:NewRhizi[""]iovirus (replacing with '')"	NA
Archaeal viruses (A) proposals	2023.002A	MISSING	2023.002A.N.v4.create_subgenus_move_sp_create_sp.xlsx	7	Create new	subgenus	NewSubRhizidiovirus	INFO	XLSX.QUOTES_REMOVED	XLSX has quote	".destLineage:NewRhizi[""]iovirus;NewSubRhizi[""]iovirus (replacing with '')"	NA
Archaeal viruses (A) proposals	2023.002A	MISSING	2023.002A.N.v4.create_subgenus_move_sp_create_sp.xlsx	8	Create new	species	NotBinomial Rhizidiomyces virus	INFO	XLSX.QUOTES_REMOVED	XLSX has quote	".destLineage:NewRhizi[""]iovirus;NewSubRhizi[""]iovirus;NotBinomial Rhizi[""]iomyces virus (replacing with '')"	NA
Archaeal viruses (A) proposals	2023.002A	MISSING	2023.002A.N.v4.create_subgenus_move_sp_create_sp.xlsx	5	Move	species	Rhizidiomyces virus	INFO	XLSX.CURVY_DOUBLE_QUOTES_REPLACED	XLSX has curvy quotes	".destParentName:NewSubRhizi[d]iovirus (replacing with '""')"	NA
Archaeal viruses (A) proposals	2023.002A	MISSING	2023.002A.N.v4.create_subgenus_move_sp_create_sp.xlsx	7	Create new	subgenus	NewSubRhizidiovirus	INFO	XLSX.CURVY_DOUBLE_QUOTES_REPLACED	XLSX has curvy quotes	".destParentName:NewRhizi[d]iovirus (replacing with '""')"	NA
Archaeal viruses (A) proposals	2023.002A	MISSING	2023.002A.N.v4.create_subgenus_move_sp_create_sp.xlsx	8	Create new	species	NotBinomial Rhizidiomyces virus	INFO	XLSX.CURVY_DOUBLE_QUOTES_REPLACED	XLSX has curvy quotes	".destParentName:NewSubRhizi[d]iovirus (replacing with '""')"	NA
Archaeal viruses (A) proposals	2023.002A	MISSING	2023.002A.N.v4.create_subgenus_move_sp_create_sp.xlsx	5	Move	species	Rhizidiomyces virus	INFO	XLSX.QUOTES_REMOVED	XLSX has quote	".destParentName:NewSubRhizi[""]iovirus (replacing with '')"	NA
Archaeal viruses (A) proposals	2023.002A	MISSING	2023.002A.N.v4.create_subgenus_move_sp_create_sp.xlsx	7	Create new	subgenus	NewSubRhizidiovirus	INFO	XLSX.QUOTES_REMOVED	XLSX has quote	".destParentName:NewRhizi[""]iovirus (replacing with '')"	NA
Archaeal viruses (A) proposals	2023.002A	MISSING	2023.002A.N.v4.create_subgenus_move_sp_create_sp.xlsx	8	Create new	species	NotBinomial Rhizidiomyces virus	INFO	XLSX.QUOTES_REMOVED	XLSX has quote	".destParentName:NewSubRhizi[""]iovirus (replacing with '')"	NA
Archaeal viruses (A) proposals	2023.002A	MISSING	2023.002A.N.v4.create_subgenus_move_sp_create_sp.xlsx	5	Move	species	Rhizidiomyces virus	INFO	XLSX.CURVY_DOUBLE_QUOTES_REPLACED	XLSX has curvy quotes	".destParentLineage:NewRhizi[d]iovirus;NewSubRhizi[d]iovirus (replacing with '""')"	NA
Archaeal viruses (A) proposals	2023.002A	MISSING	2023.002A.N.v4.create_subgenus_move_sp_create_sp.xlsx	7	Create new	subgenus	NewSubRhizidiovirus	INFO	XLSX.CURVY_DOUBLE_QUOTES_REPLACED	XLSX has curvy quotes	".destParentLineage:NewRhizi[d]iovirus (replacing with '""')"	NA
Archaeal viruses (A) proposals	2023.002A	MISSING	2023.002A.N.v4.create_subgenus_move_sp_create_sp.xlsx	8	Create new	species	NotBinomial Rhizidiomyces virus	INFO	XLSX.CURVY_DOUBLE_QUOTES_REPLACED	XLSX has curvy quotes	".destParentLineage:NewRhizi[d]iovirus;NewSubRhizi[d]iovirus (replacing with '""')"	NA
Archaeal viruses (A) proposals	2023.002A	MISSING	2023.002A.N.v4.create_subgenus_move_sp_create_sp.xlsx	5	Move	species	Rhizidiomyces virus	INFO	XLSX.QUOTES_REMOVED	XLSX has quote	".destParentLineage:NewRhizi[""]iovirus;NewSubRhizi[""]iovirus (replacing with '')"	NA
Archaeal viruses (A) proposals	2023.002A	MISSING	2023.002A.N.v4.create_subgenus_move_sp_create_sp.xlsx	7	Create new	subgenus	NewSubRhizidiovirus	INFO	XLSX.QUOTES_REMOVED	XLSX has quote	".destParentLineage:NewRhizi[""]iovirus (replacing with '')"	NA
Archaeal viruses (A) proposals	2023.002A	MISSING	2023.002A.N.v4.create_subgenus_move_sp_create_sp.xlsx	8	Create new	species	NotBinomial Rhizidiomyces virus	INFO	XLSX.QUOTES_REMOVED	XLSX has quote	".destParentLineage:NewRhizi[""]iovirus;NewSubRhizi[""]iovirus (replacing with '')"	NA
Archaeal viruses (A) proposals	2023.002A	MISSING	2023.002A.N.v4.create_subgenus_move_sp_create_sp.xlsx	5	Move	species	Rhizidiomyces virus	INFO	XLSX.CURVY_DOUBLE_QUOTES_REPLACED	XLSX has curvy quotes	".changeTaxon:Rhizi[d]iomyces virus (replacing with '""')"	NA
Archaeal viruses (A) proposals	2023.002A	MISSING	2023.002A.N.v4.create_subgenus_move_sp_create_sp.xlsx	6	Create new	genus	NewRhizidiovirus	INFO	XLSX.CURVY_DOUBLE_QUOTES_REPLACED	XLSX has curvy quotes	".changeTaxon:NewRhizi[d]iovirus (replacing with '""')"	NA
Archaeal viruses (A) proposals	2023.002A	MISSING	2023.002A.N.v4.create_subgenus_move_sp_create_sp.xlsx	7	Create new	subgenus	NewSubRhizidiovirus	INFO	XLSX.CURVY_DOUBLE_QUOTES_REPLACED	XLSX has curvy quotes	".changeTaxon:NewSubRhizi[d]iovirus (replacing with '""')"	NA
Archaeal viruses (A) proposals	2023.002A	MISSING	2023.002A.N.v4.create_subgenus_move_sp_create_sp.xlsx	8	Create new	species	NotBinomial Rhizidiomyces virus	INFO	XLSX.CURVY_DOUBLE_QUOTES_REPLACED	XLSX has curvy quotes	".changeTaxon:NotBinomial Rhizi[d]iomyces virus (replacing with '""')"	NA
Archaeal viruses (A) proposals	2023.002A	MISSING	2023.002A.N.v4.create_subgenus_move_sp_create_sp.xlsx	5	Move	species	"Rhizi""iomyces virus"	INFO	XLSX.QUOTES_REMOVED	XLSX has quote	".changeTaxon:Rhizi[""]iomyces virus (replacing with '')"	NA
Archaeal viruses (A) proposals	2023.002A	MISSING	2023.002A.N.v4.create_subgenus_move_sp_create_sp.xlsx	6	Create new	genus	"NewRhizi""iovirus"	INFO	XLSX.QUOTES_REMOVED	XLSX has quote	".changeTaxon:NewRhizi[""]iovirus (replacing with '')"	NA
Archaeal viruses (A) proposals	2023.002A	MISSING	2023.002A.N.v4.create_subgenus_move_sp_create_sp.xlsx	7	Create new	subgenus	"NewSubRhizi""iovirus"	INFO	XLSX.QUOTES_REMOVED	XLSX has quote	".changeTaxon:NewSubRhizi[""]iovirus (replacing with '')"	NA
Archaeal viruses (A) proposals	2023.002A	MISSING	2023.002A.N.v4.create_subgenus_move_sp_create_sp.xlsx	8	Create new	species	"NotBinomial Rhizi""iomyces virus"	INFO	XLSX.QUOTES_REMOVED	XLSX has quote	".changeTaxon:NotBinomial Rhizi[""]iomyces virus (replacing with '')"	NA
